service_date,origin_hub_id,destination_hub_id,final_service_units
25-03-2024,45,34,1200
25-03-2024,47,2,2255
25-03-2024,34,45,1640
25-03-2024,47,28,1470
25-03-2024,45,3,1264
25-03-2024,47,46,1330
25-03-2024,2,16,1620
25-03-2024,25,23,2632
25-03-2024,46,26,1855
25-03-2024,36,27,332
25-03-2024,16,2,2750
25-03-2024,23,13,735
25-03-2024,2,31,1912
25-03-2024,26,46,1815
25-03-2024,31,2,3844
25-03-2024,15,46,1988
25-03-2024,30,14,1128
25-03-2024,2,19,1565
25-03-2024,28,47,3895
25-03-2024,47,3,1560
25-03-2024,45,5,1660
25-03-2024,36,37,30
25-03-2024,46,47,2235
25-03-2024,5,45,1835
25-03-2024,46,20,970
25-03-2024,3,47,2145
25-03-2024,20,46,2255
25-03-2024,19,2,1865
25-03-2024,27,36,445
25-03-2024,14,30,3360
25-03-2024,45,39,976
25-03-2024,39,45,2972
25-03-2024,36,41,2448
25-03-2024,2,21,1605
25-03-2024,8,47,2575
25-03-2024,47,6,1375
25-03-2024,41,36,2720
25-03-2024,2,1,1510
25-03-2024,37,36,30
25-03-2024,47,30,1565
25-03-2024,47,8,1130
25-03-2024,22,36,890
25-03-2024,6,47,1785
25-03-2024,46,33,735
25-03-2024,45,44,985
25-03-2024,33,46,1670
25-03-2024,21,2,2090
25-03-2024,36,22,1000
25-03-2024,2,14,1120
25-03-2024,1,2,1350
25-03-2024,17,23,915
25-03-2024,4,29,425
25-03-2024,2,24,800
25-03-2024,44,45,1530
25-03-2024,47,10,1050
25-03-2024,38,36,1025
25-03-2024,19,30,2065
26-03-2024,45,46,3362
26-03-2024,46,45,3210
26-03-2024,45,47,4094
26-03-2024,47,45,3512
26-03-2024,46,9,3225
26-03-2024,9,46,4257
26-03-2024,46,48,3162
26-03-2024,48,46,3777
26-03-2024,45,9,2523
26-03-2024,9,45,2991
26-03-2024,47,5,2556
26-03-2024,5,47,2694
26-03-2024,46,44,1664
26-03-2024,46,35,1624
26-03-2024,45,28,2340
26-03-2024,35,46,1888
26-03-2024,44,46,1596
26-03-2024,2,40,2604
26-03-2024,11,36,3804
26-03-2024,19,32,2460
26-03-2024,36,11,1180
26-03-2024,28,45,1416
26-03-2024,2,30,2852
26-03-2024,40,2,2952
26-03-2024,30,2,2704
26-03-2024,32,19,3532
26-03-2024,12,36,3128
26-03-2024,47,43,2320
26-03-2024,13,23,4244
26-03-2024,36,7,2016
26-03-2024,43,47,1932
26-03-2024,7,36,2080
26-03-2024,36,12,2040
26-03-2024,46,18,1288
26-03-2024,18,46,2336
26-03-2024,45,48,1492
26-03-2024,45,42,1460
26-03-2024,23,25,2880
26-03-2024,48,45,1628
26-03-2024,42,45,1164
26-03-2024,2,47,2175
26-03-2024,3,45,1200
26-03-2024,46,15,1444
26-03-2024,45,34,1970
26-03-2024,47,2,1560
26-03-2024,34,45,1400
26-03-2024,47,28,1790
26-03-2024,45,3,1848
26-03-2024,47,46,1145
26-03-2024,2,16,1685
26-03-2024,25,23,4268
26-03-2024,46,26,1520
26-03-2024,36,27,708
26-03-2024,16,2,2045
26-03-2024,23,13,1630
26-03-2024,2,31,2064
26-03-2024,26,46,1500
26-03-2024,31,2,2936
26-03-2024,15,46,1436
26-03-2024,30,14,1316
26-03-2024,2,19,2215
26-03-2024,28,47,2205
26-03-2024,47,3,1675
26-03-2024,45,5,1650
26-03-2024,36,37,45
26-03-2024,46,47,1705
26-03-2024,5,45,1320
26-03-2024,46,20,1115
26-03-2024,3,47,1275
26-03-2024,20,46,1545
26-03-2024,19,2,2140
26-03-2024,27,36,1730
26-03-2024,14,30,1865
26-03-2024,45,39,1352
26-03-2024,39,45,1404
26-03-2024,36,41,2964
26-03-2024,2,21,1965
26-03-2024,8,47,1620
26-03-2024,47,6,1460
26-03-2024,41,36,2212
26-03-2024,2,1,1515
26-03-2024,37,36,178
26-03-2024,47,30,1245
26-03-2024,47,8,1265
26-03-2024,22,36,1785
26-03-2024,6,47,1370
26-03-2024,46,33,670
26-03-2024,45,44,1105
26-03-2024,33,46,1240
26-03-2024,21,2,1320
26-03-2024,36,22,1785
26-03-2024,2,14,1375
26-03-2024,1,2,1580
26-03-2024,17,23,1280
26-03-2024,4,29,1385
26-03-2024,2,24,1345
26-03-2024,44,45,1030
26-03-2024,47,10,1025
26-03-2024,38,36,2485
26-03-2024,19,30,1725
27-03-2024,45,46,3900
27-03-2024,46,45,3496
27-03-2024,45,47,4978
27-03-2024,47,45,3228
27-03-2024,46,9,5010
27-03-2024,9,46,3996
27-03-2024,46,48,4488
27-03-2024,48,46,3366
27-03-2024,45,9,3990
27-03-2024,9,45,2895
27-03-2024,47,5,2919
27-03-2024,5,47,2397
27-03-2024,46,44,2504
27-03-2024,46,35,2624
27-03-2024,45,28,2544
27-03-2024,35,46,1468
27-03-2024,44,46,1352
27-03-2024,2,40,2532
27-03-2024,11,36,3264
27-03-2024,19,32,1908
27-03-2024,36,11,1204
27-03-2024,28,45,1864
27-03-2024,2,30,1552
27-03-2024,40,2,2696
27-03-2024,30,2,1444
27-03-2024,32,19,2296
27-03-2024,12,36,2120
27-03-2024,47,43,2100
27-03-2024,13,23,3124
27-03-2024,36,7,1764
27-03-2024,43,47,1824
27-03-2024,7,36,1612
27-03-2024,36,12,1592
27-03-2024,46,18,1884
27-03-2024,18,46,1632
27-03-2024,45,48,1836
27-03-2024,45,42,2148
27-03-2024,23,25,3320
27-03-2024,48,45,1420
27-03-2024,42,45,1040
27-03-2024,2,47,1740
27-03-2024,3,45,1520
27-03-2024,46,15,2452
27-03-2024,45,34,3340
27-03-2024,47,2,1255
27-03-2024,34,45,1545
27-03-2024,47,28,1795
27-03-2024,45,3,2068
27-03-2024,47,46,1400
27-03-2024,2,16,1325
27-03-2024,25,23,3148
27-03-2024,46,26,2000
27-03-2024,36,27,692
27-03-2024,16,2,1545
27-03-2024,23,13,1730
27-03-2024,2,31,2576
27-03-2024,26,46,1675
27-03-2024,31,2,2112
27-03-2024,15,46,1344
27-03-2024,30,14,1504
27-03-2024,2,19,1870
27-03-2024,28,47,1860
27-03-2024,47,3,1650
27-03-2024,45,5,2210
27-03-2024,36,37,90
27-03-2024,46,47,1865
27-03-2024,5,45,1140
27-03-2024,46,20,2095
27-03-2024,3,47,1640
27-03-2024,20,46,1355
27-03-2024,19,2,1670
27-03-2024,27,36,2750
27-03-2024,14,30,1415
27-03-2024,45,39,2324
27-03-2024,39,45,1072
27-03-2024,36,41,3168
27-03-2024,2,21,1635
27-03-2024,8,47,1295
27-03-2024,47,6,1565
27-03-2024,41,36,1980
27-03-2024,2,1,1605
27-03-2024,37,36,290
27-03-2024,47,30,1190
27-03-2024,47,8,1605
27-03-2024,22,36,1135
27-03-2024,6,47,1530
27-03-2024,46,33,1160
27-03-2024,45,44,1750
27-03-2024,33,46,980
27-03-2024,21,2,1305
27-03-2024,36,22,1370
27-03-2024,2,14,1440
27-03-2024,1,2,1470
27-03-2024,17,23,2070
27-03-2024,4,29,1970
27-03-2024,2,24,1315
27-03-2024,44,45,900
27-03-2024,47,10,990
27-03-2024,38,36,2285
27-03-2024,19,30,1460
28-03-2024,45,46,5636
28-03-2024,46,45,4694
28-03-2024,45,47,6326
28-03-2024,47,45,4260
28-03-2024,46,9,6819
28-03-2024,9,46,4563
28-03-2024,46,48,5994
28-03-2024,48,46,3315
28-03-2024,45,9,4815
28-03-2024,9,45,3369
28-03-2024,47,5,3897
28-03-2024,5,47,2835
28-03-2024,46,44,3956
28-03-2024,46,35,4996
28-03-2024,45,28,4260
28-03-2024,35,46,1576
28-03-2024,44,46,2088
28-03-2024,2,40,2680
28-03-2024,11,36,2668
28-03-2024,19,32,2352
28-03-2024,36,11,1456
28-03-2024,28,45,1720
28-03-2024,2,30,1748
28-03-2024,40,2,2092
28-03-2024,30,2,1372
28-03-2024,32,19,1880
28-03-2024,12,36,1596
28-03-2024,47,43,3076
28-03-2024,13,23,1844
28-03-2024,36,7,2136
28-03-2024,43,47,2224
28-03-2024,7,36,1780
28-03-2024,36,12,2332
28-03-2024,46,18,2540
28-03-2024,18,46,1664
28-03-2024,45,48,2600
28-03-2024,45,42,2992
28-03-2024,23,25,3548
28-03-2024,48,45,1504
28-03-2024,42,45,1628
28-03-2024,2,47,1870
28-03-2024,3,45,1424
28-03-2024,46,15,2856
28-03-2024,45,34,3040
28-03-2024,47,2,2100
28-03-2024,34,45,1375
28-03-2024,47,28,2710
28-03-2024,45,3,2244
28-03-2024,47,46,1640
28-03-2024,2,16,1775
28-03-2024,25,23,2324
28-03-2024,46,26,2390
28-03-2024,36,27,716
28-03-2024,16,2,1245
28-03-2024,23,13,1445
28-03-2024,2,31,3540
28-03-2024,26,46,1690
28-03-2024,31,2,2096
28-03-2024,15,46,1160
28-03-2024,30,14,2132
28-03-2024,2,19,2605
28-03-2024,28,47,2095
28-03-2024,47,3,1940
28-03-2024,45,5,2560
28-03-2024,36,37,117
28-03-2024,46,47,2170
28-03-2024,5,45,1555
28-03-2024,46,20,2220
28-03-2024,3,47,1820
28-03-2024,20,46,1365
28-03-2024,19,2,1585
28-03-2024,27,36,1870
28-03-2024,14,30,1560
28-03-2024,45,39,4116
28-03-2024,39,45,1460
28-03-2024,36,41,3988
28-03-2024,2,21,1850
28-03-2024,8,47,1545
28-03-2024,47,6,1925
28-03-2024,41,36,2348
28-03-2024,2,1,1740
28-03-2024,37,36,268
28-03-2024,47,30,1645
28-03-2024,47,8,2110
28-03-2024,22,36,1305
28-03-2024,6,47,1250
28-03-2024,46,33,2255
28-03-2024,45,44,2040
28-03-2024,33,46,1125
28-03-2024,21,2,1315
28-03-2024,36,22,1315
28-03-2024,2,14,1685
28-03-2024,1,2,1360
28-03-2024,17,23,1415
28-03-2024,4,29,1210
28-03-2024,2,24,1390
28-03-2024,44,45,1145
28-03-2024,47,10,1455
28-03-2024,38,36,1575
28-03-2024,19,30,1430
29-03-2024,45,46,4048
29-03-2024,46,45,3142
29-03-2024,45,47,4816
29-03-2024,47,45,3172
29-03-2024,46,9,4776
29-03-2024,9,46,2859
29-03-2024,46,48,3768
29-03-2024,48,46,2436
29-03-2024,45,9,3708
29-03-2024,9,45,2337
29-03-2024,47,5,3507
29-03-2024,5,47,1926
29-03-2024,46,44,2656
29-03-2024,46,35,2752
29-03-2024,45,28,4724
29-03-2024,35,46,1420
29-03-2024,44,46,1284
29-03-2024,2,40,2260
29-03-2024,11,36,2464
29-03-2024,19,32,2740
29-03-2024,36,11,1216
29-03-2024,28,45,1132
29-03-2024,2,30,2012
29-03-2024,40,2,2156
29-03-2024,30,2,1896
29-03-2024,32,19,2424
29-03-2024,12,36,1760
29-03-2024,47,43,2728
29-03-2024,13,23,2076
29-03-2024,36,7,1776
29-03-2024,43,47,2196
29-03-2024,7,36,1704
29-03-2024,36,12,1784
29-03-2024,46,18,1456
29-03-2024,18,46,1080
29-03-2024,45,48,2072
29-03-2024,45,42,1988
29-03-2024,23,25,2008
29-03-2024,48,45,1240
29-03-2024,42,45,1224
29-03-2024,2,47,2000
29-03-2024,3,45,940
29-03-2024,46,15,1356
29-03-2024,45,34,1780
29-03-2024,47,2,1520
29-03-2024,34,45,805
29-03-2024,47,28,2000
29-03-2024,45,3,1556
29-03-2024,47,46,1250
29-03-2024,2,16,1950
29-03-2024,25,23,2400
29-03-2024,46,26,1825
29-03-2024,36,27,688
29-03-2024,16,2,1135
29-03-2024,23,13,1885
29-03-2024,2,31,1792
29-03-2024,26,46,1600
29-03-2024,31,2,1780
29-03-2024,15,46,668
29-03-2024,30,14,1464
29-03-2024,2,19,2255
29-03-2024,28,47,1295
29-03-2024,47,3,1610
29-03-2024,45,5,2235
29-03-2024,36,37,78
29-03-2024,46,47,1435
29-03-2024,5,45,1045
29-03-2024,46,20,1270
29-03-2024,3,47,850
29-03-2024,20,46,820
29-03-2024,19,2,1870
29-03-2024,27,36,1850
29-03-2024,14,30,1630
29-03-2024,45,39,2264
29-03-2024,39,45,1412
29-03-2024,36,41,2180
29-03-2024,2,21,1645
29-03-2024,8,47,1210
29-03-2024,47,6,1680
29-03-2024,41,36,3448
29-03-2024,2,1,1475
29-03-2024,37,36,194
29-03-2024,47,30,1150
29-03-2024,47,8,1680
29-03-2024,22,36,1585
29-03-2024,6,47,940
29-03-2024,46,33,1315
29-03-2024,45,44,1540
29-03-2024,33,46,890
29-03-2024,21,2,1165
29-03-2024,36,22,1490
29-03-2024,2,14,2105
29-03-2024,1,2,1285
29-03-2024,17,23,1385
29-03-2024,4,29,1120
29-03-2024,2,24,1300
29-03-2024,44,45,735
29-03-2024,47,10,1550
29-03-2024,38,36,1495
29-03-2024,19,30,1050
30-03-2024,45,46,3320
30-03-2024,46,45,2776
30-03-2024,45,47,3854
30-03-2024,47,45,4262
30-03-2024,46,9,3024
30-03-2024,9,46,4599
30-03-2024,46,48,3153
30-03-2024,48,46,3057
30-03-2024,45,9,2697
30-03-2024,9,45,2796
30-03-2024,47,5,3393
30-03-2024,5,47,2607
30-03-2024,46,44,2040
30-03-2024,46,35,2048
30-03-2024,45,28,2520
30-03-2024,35,46,1728
30-03-2024,44,46,1544
30-03-2024,2,40,2268
30-03-2024,11,36,3740
30-03-2024,19,32,1740
30-03-2024,36,11,1248
30-03-2024,28,45,2308
30-03-2024,2,30,2316
30-03-2024,40,2,3548
30-03-2024,30,2,1736
30-03-2024,32,19,1696
30-03-2024,12,36,2364
30-03-2024,47,43,2472
30-03-2024,13,23,1992
30-03-2024,36,7,1636
30-03-2024,43,47,3032
30-03-2024,7,36,1944
30-03-2024,36,12,1464
30-03-2024,46,18,1052
30-03-2024,18,46,1404
30-03-2024,45,48,1972
30-03-2024,45,42,1616
30-03-2024,23,25,1868
30-03-2024,48,45,1764
30-03-2024,42,45,1708
30-03-2024,2,47,1745
30-03-2024,3,45,1620
30-03-2024,46,15,996
30-03-2024,45,34,1270
30-03-2024,47,2,1640
30-03-2024,34,45,1380
30-03-2024,47,28,1500
30-03-2024,45,3,1384
30-03-2024,47,46,1675
30-03-2024,2,16,1430
30-03-2024,25,23,3908
30-03-2024,46,26,1655
30-03-2024,36,27,924
30-03-2024,16,2,1730
30-03-2024,23,13,1635
30-03-2024,2,31,1472
30-03-2024,26,46,1800
30-03-2024,31,2,2980
30-03-2024,15,46,1204
30-03-2024,30,14,1212
30-03-2024,2,19,2010
30-03-2024,28,47,2010
30-03-2024,47,3,1425
30-03-2024,45,5,2105
30-03-2024,36,37,114
30-03-2024,46,47,1030
30-03-2024,5,45,1895
30-03-2024,46,20,875
30-03-2024,3,47,1335
30-03-2024,20,46,1220
30-03-2024,19,2,2685
30-03-2024,27,36,2630
30-03-2024,14,30,1910
30-03-2024,45,39,1288
30-03-2024,39,45,2384
30-03-2024,36,41,1604
30-03-2024,2,21,1635
30-03-2024,8,47,1440
30-03-2024,47,6,1600
30-03-2024,41,36,3968
30-03-2024,2,1,1425
30-03-2024,37,36,280
30-03-2024,47,30,1865
30-03-2024,47,8,1435
30-03-2024,22,36,1585
30-03-2024,6,47,1275
30-03-2024,46,33,1155
30-03-2024,45,44,1470
30-03-2024,33,46,975
30-03-2024,21,2,1510
30-03-2024,36,22,1295
30-03-2024,2,14,1475
30-03-2024,1,2,1505
30-03-2024,17,23,1415
30-03-2024,4,29,1165
30-03-2024,2,24,1280
30-03-2024,44,45,1140
30-03-2024,47,10,1210
30-03-2024,38,36,2300
30-03-2024,19,30,2215
31-03-2024,45,46,6080
31-03-2024,46,45,6464
31-03-2024,45,47,5056
31-03-2024,47,45,6710
31-03-2024,46,9,5331
31-03-2024,9,46,7803
31-03-2024,46,48,3273
31-03-2024,48,46,7239
31-03-2024,45,9,3420
31-03-2024,9,45,5787
31-03-2024,47,5,3531
31-03-2024,5,47,5262
31-03-2024,46,44,2460
31-03-2024,46,35,2140
31-03-2024,45,28,2244
31-03-2024,35,46,5876
31-03-2024,44,46,5420
31-03-2024,2,40,2624
31-03-2024,11,36,5120
31-03-2024,19,32,3028
31-03-2024,36,11,1660
31-03-2024,28,45,4340
31-03-2024,2,30,3476
31-03-2024,40,2,4224
31-03-2024,30,2,3096
31-03-2024,32,19,3820
31-03-2024,12,36,4144
31-03-2024,47,43,2680
31-03-2024,13,23,3996
31-03-2024,36,7,2712
31-03-2024,43,47,3644
31-03-2024,7,36,2556
31-03-2024,36,12,2188
31-03-2024,46,18,1212
31-03-2024,18,46,3188
31-03-2024,45,48,1652
31-03-2024,45,42,1884
31-03-2024,23,25,1936
31-03-2024,48,45,3228
31-03-2024,42,45,3556
31-03-2024,2,47,2365
31-03-2024,3,45,2504
31-03-2024,46,15,1028
31-03-2024,45,34,1620
31-03-2024,47,2,3160
31-03-2024,34,45,4240
31-03-2024,47,28,1420
31-03-2024,45,3,1496
31-03-2024,47,46,2605
31-03-2024,2,16,1630
31-03-2024,25,23,4536
31-03-2024,46,26,1875
31-03-2024,36,27,1088
31-03-2024,16,2,2540
31-03-2024,23,13,2205
31-03-2024,2,31,1604
31-03-2024,26,46,2765
31-03-2024,31,2,4520
31-03-2024,15,46,3608
31-03-2024,30,14,1292
31-03-2024,2,19,1885
31-03-2024,28,47,2745
31-03-2024,47,3,1620
31-03-2024,45,5,1895
31-03-2024,36,37,180
31-03-2024,46,47,1915
31-03-2024,5,45,2775
31-03-2024,46,20,1170
31-03-2024,3,47,2115
31-03-2024,20,46,2950
31-03-2024,19,2,3555
31-03-2024,27,36,2975
31-03-2024,14,30,2945
31-03-2024,45,39,1600
31-03-2024,39,45,4668
31-03-2024,36,41,1788
31-03-2024,2,21,1825
31-03-2024,8,47,2725
31-03-2024,47,6,1555
31-03-2024,41,36,3792
31-03-2024,2,1,1630
31-03-2024,37,36,244
31-03-2024,47,30,2185
31-03-2024,47,8,1650
31-03-2024,22,36,2470
31-03-2024,6,47,2475
31-03-2024,46,33,895
31-03-2024,45,44,1540
31-03-2024,33,46,3570
31-03-2024,21,2,2480
31-03-2024,36,22,2080
31-03-2024,2,14,1630
31-03-2024,1,2,1870
31-03-2024,17,23,1830
31-03-2024,4,29,1370
31-03-2024,2,24,1385
31-03-2024,44,45,2780
31-03-2024,47,10,1250
31-03-2024,38,36,3315
31-03-2024,19,30,2775
01-04-2024,45,46,3774
01-04-2024,46,45,4488
01-04-2024,45,47,3496
01-04-2024,47,45,4682
01-04-2024,46,9,2859
01-04-2024,9,46,6069
01-04-2024,46,48,1977
01-04-2024,48,46,4479
01-04-2024,45,9,2013
01-04-2024,9,45,5001
01-04-2024,47,5,2370
01-04-2024,5,47,3372
01-04-2024,46,44,1080
01-04-2024,46,35,1408
01-04-2024,45,28,1632
01-04-2024,35,46,3084
01-04-2024,44,46,2404
01-04-2024,2,40,2004
01-04-2024,11,36,3096
01-04-2024,19,32,2276
01-04-2024,36,11,1124
01-04-2024,28,45,2520
01-04-2024,2,30,1904
01-04-2024,40,2,3132
01-04-2024,30,2,2000
01-04-2024,32,19,2936
01-04-2024,12,36,2300
01-04-2024,47,43,2200
01-04-2024,13,23,2912
01-04-2024,36,7,1776
01-04-2024,43,47,3060
01-04-2024,7,36,1624
01-04-2024,36,12,1388
01-04-2024,46,18,1032
01-04-2024,18,46,1964
01-04-2024,45,48,1072
01-04-2024,45,42,1436
01-04-2024,23,25,1312
01-04-2024,48,45,2380
01-04-2024,42,45,2460
01-04-2024,2,47,1625
01-04-2024,3,45,1992
01-04-2024,46,15,884
01-04-2024,45,34,1100
01-04-2024,47,2,1915
01-04-2024,34,45,3440
01-04-2024,47,28,1195
01-04-2024,45,3,1208
01-04-2024,47,46,1655
01-04-2024,2,16,1185
01-04-2024,25,23,3156
01-04-2024,46,26,1935
01-04-2024,36,27,1064
01-04-2024,16,2,1745
01-04-2024,23,13,1745
01-04-2024,2,31,1316
01-04-2024,26,46,2455
01-04-2024,31,2,2940
01-04-2024,15,46,2424
01-04-2024,30,14,1064
01-04-2024,2,19,1370
01-04-2024,28,47,2025
01-04-2024,47,3,1320
01-04-2024,45,5,1485
01-04-2024,36,37,105
01-04-2024,46,47,1310
01-04-2024,5,45,2045
01-04-2024,46,20,720
01-04-2024,3,47,1380
01-04-2024,20,46,2185
01-04-2024,19,2,3175
01-04-2024,27,36,2040
01-04-2024,14,30,1905
01-04-2024,45,39,1192
01-04-2024,39,45,2128
01-04-2024,36,41,1308
01-04-2024,2,21,1425
01-04-2024,8,47,1980
01-04-2024,47,6,870
01-04-2024,41,36,2420
01-04-2024,2,1,1405
01-04-2024,37,36,180
01-04-2024,47,30,1565
01-04-2024,47,8,1055
01-04-2024,22,36,1510
01-04-2024,6,47,1630
01-04-2024,46,33,665
01-04-2024,45,44,1010
01-04-2024,33,46,1350
01-04-2024,21,2,1585
01-04-2024,36,22,1445
01-04-2024,2,14,1050
01-04-2024,1,2,1360
01-04-2024,17,23,1635
01-04-2024,4,29,1130
01-04-2024,2,24,1155
01-04-2024,44,45,1690
01-04-2024,47,10,915
01-04-2024,38,36,1880
01-04-2024,19,30,1935
02-04-2024,45,46,3204
02-04-2024,46,45,3330
02-04-2024,45,47,3718
02-04-2024,47,45,3370
02-04-2024,46,9,2913
02-04-2024,9,46,4131
02-04-2024,46,48,2628
02-04-2024,48,46,3573
02-04-2024,45,9,2262
02-04-2024,9,45,3615
02-04-2024,47,5,2487
02-04-2024,5,47,2157
02-04-2024,46,44,1380
02-04-2024,46,35,1528
02-04-2024,45,28,1784
02-04-2024,35,46,2076
02-04-2024,44,46,1680
02-04-2024,2,40,2064
02-04-2024,11,36,2032
02-04-2024,19,32,1804
02-04-2024,36,11,1212
02-04-2024,28,45,1796
02-04-2024,2,30,1212
02-04-2024,40,2,2424
02-04-2024,30,2,1276
02-04-2024,32,19,2048
02-04-2024,12,36,1440
02-04-2024,47,43,2636
02-04-2024,13,23,1576
02-04-2024,36,7,1120
02-04-2024,43,47,1528
02-04-2024,7,36,1196
02-04-2024,36,12,1028
02-04-2024,46,18,1008
02-04-2024,18,46,1708
02-04-2024,45,48,1188
02-04-2024,45,42,1424
02-04-2024,23,25,1196
02-04-2024,48,45,1676
02-04-2024,42,45,1700
02-04-2024,2,47,1575
02-04-2024,3,45,1380
02-04-2024,46,15,940
02-04-2024,45,34,940
02-04-2024,47,2,1475
02-04-2024,34,45,2550
02-04-2024,47,28,1560
02-04-2024,45,3,1664
02-04-2024,47,46,1455
02-04-2024,2,16,1330
02-04-2024,25,23,1664
02-04-2024,46,26,1260
02-04-2024,36,27,1228
02-04-2024,16,2,1390
02-04-2024,23,13,1180
02-04-2024,2,31,1208
02-04-2024,26,46,1345
02-04-2024,31,2,1984
02-04-2024,15,46,1864
02-04-2024,30,14,1300
02-04-2024,2,19,1570
02-04-2024,28,47,1210
02-04-2024,47,3,1515
02-04-2024,45,5,1835
02-04-2024,36,37,144
02-04-2024,46,47,1065
02-04-2024,5,45,1450
02-04-2024,46,20,915
02-04-2024,3,47,1130
02-04-2024,20,46,1625
02-04-2024,19,2,2095
02-04-2024,27,36,1530
02-04-2024,14,30,1315
02-04-2024,45,39,960
02-04-2024,39,45,1184
02-04-2024,36,41,1788
02-04-2024,2,21,1320
02-04-2024,8,47,1185
02-04-2024,47,6,1455
02-04-2024,41,36,1584
02-04-2024,2,1,1450
02-04-2024,37,36,132
02-04-2024,47,30,1040
02-04-2024,47,8,1450
02-04-2024,22,36,955
02-04-2024,6,47,1050
02-04-2024,46,33,650
02-04-2024,45,44,1070
02-04-2024,33,46,790
02-04-2024,21,2,1260
02-04-2024,36,22,905
02-04-2024,2,14,945
02-04-2024,1,2,1435
02-04-2024,17,23,1165
02-04-2024,4,29,880
02-04-2024,2,24,1225
02-04-2024,44,45,1320
02-04-2024,47,10,1115
02-04-2024,38,36,1145
02-04-2024,19,30,1070
03-04-2024,45,46,3458
03-04-2024,46,45,3188
03-04-2024,45,47,4474
03-04-2024,47,45,3364
03-04-2024,46,9,3468
03-04-2024,9,46,3417
03-04-2024,46,48,3204
03-04-2024,48,46,2820
03-04-2024,45,9,2931
03-04-2024,9,45,2646
03-04-2024,47,5,3612
03-04-2024,5,47,2634
03-04-2024,46,44,1760
03-04-2024,46,35,1560
03-04-2024,45,28,2416
03-04-2024,35,46,1556
03-04-2024,44,46,1348
03-04-2024,2,40,2292
03-04-2024,11,36,1828
03-04-2024,19,32,1644
03-04-2024,36,11,1308
03-04-2024,28,45,1700
03-04-2024,2,30,1244
03-04-2024,40,2,1864
03-04-2024,30,2,1144
03-04-2024,32,19,1696
03-04-2024,12,36,1412
03-04-2024,47,43,2480
03-04-2024,13,23,1436
03-04-2024,36,7,1236
03-04-2024,43,47,1784
03-04-2024,7,36,1164
03-04-2024,36,12,1056
03-04-2024,46,18,1468
03-04-2024,18,46,1152
03-04-2024,45,48,1656
03-04-2024,45,42,1848
03-04-2024,23,25,1300
03-04-2024,48,45,1176
03-04-2024,42,45,1488
03-04-2024,2,47,2005
03-04-2024,3,45,1704
03-04-2024,46,15,1288
03-04-2024,45,34,1085
03-04-2024,47,2,1415
03-04-2024,34,45,1760
03-04-2024,47,28,1950
03-04-2024,45,3,2436
03-04-2024,47,46,1580
03-04-2024,2,16,1235
03-04-2024,25,23,1440
03-04-2024,46,26,1820
03-04-2024,36,27,1216
03-04-2024,16,2,1350
03-04-2024,23,13,1380
03-04-2024,2,31,1608
03-04-2024,26,46,1590
03-04-2024,31,2,1744
03-04-2024,15,46,1232
03-04-2024,30,14,1420
03-04-2024,2,19,1295
03-04-2024,28,47,1770
03-04-2024,47,3,1995
03-04-2024,45,5,2425
03-04-2024,36,37,117
03-04-2024,46,47,1505
03-04-2024,5,45,1425
03-04-2024,46,20,1060
03-04-2024,3,47,1520
03-04-2024,20,46,1230
03-04-2024,19,2,1500
03-04-2024,27,36,1375
03-04-2024,14,30,1405
03-04-2024,45,39,1444
03-04-2024,39,45,1008
03-04-2024,36,41,1868
03-04-2024,2,21,1440
03-04-2024,8,47,1585
03-04-2024,47,6,1825
03-04-2024,41,36,1564
03-04-2024,2,1,1445
03-04-2024,37,36,152
03-04-2024,47,30,1255
03-04-2024,47,8,1595
03-04-2024,22,36,895
03-04-2024,6,47,1550
03-04-2024,46,33,995
03-04-2024,45,44,1320
03-04-2024,33,46,575
03-04-2024,21,2,1180
03-04-2024,36,22,790
03-04-2024,2,14,1190
03-04-2024,1,2,1345
03-04-2024,17,23,1010
03-04-2024,4,29,800
03-04-2024,2,24,1010
03-04-2024,44,45,855
03-04-2024,47,10,1260
03-04-2024,38,36,880
03-04-2024,19,30,905
04-04-2024,45,46,4356
04-04-2024,46,45,3268
04-04-2024,45,47,5612
04-04-2024,47,45,4220
04-04-2024,46,9,4803
04-04-2024,9,46,3120
04-04-2024,46,48,4092
04-04-2024,48,46,2361
04-04-2024,45,9,3765
04-04-2024,9,45,2199
04-04-2024,47,5,3504
04-04-2024,5,47,3282
04-04-2024,46,44,2240
04-04-2024,46,35,2240
04-04-2024,45,28,2624
04-04-2024,35,46,1296
04-04-2024,44,46,1268
04-04-2024,2,40,2292
04-04-2024,11,36,1520
04-04-2024,19,32,1840
04-04-2024,36,11,1872
04-04-2024,28,45,1732
04-04-2024,2,30,1412
04-04-2024,40,2,1812
04-04-2024,30,2,964
04-04-2024,32,19,1448
04-04-2024,12,36,1208
04-04-2024,47,43,2976
04-04-2024,13,23,1216
04-04-2024,36,7,1420
04-04-2024,43,47,2616
04-04-2024,7,36,1108
04-04-2024,36,12,896
04-04-2024,46,18,1728
04-04-2024,18,46,1140
04-04-2024,45,48,2084
04-04-2024,45,42,2008
04-04-2024,23,25,1184
04-04-2024,48,45,1156
04-04-2024,42,45,1404
04-04-2024,2,47,1680
04-04-2024,3,45,1508
04-04-2024,46,15,1544
04-04-2024,45,34,1880
04-04-2024,47,2,1615
04-04-2024,34,45,1260
